prompt_id;category;prompt
1031;Casual conversation;Write a friendly 200-250 word conversation about dealing with package delivery issues.
1032;Casual conversation;In 200-250 words, describe your approach to finding new TV shows to watch in a conversational tone.
1033;Casual conversation;Write a casual 200-250 word response about handling too many open browser tabs.
1034;Casual conversation;In 200-250 words, share your perspective on the best ways to enjoy a staycation.
1035;Casual conversation;Create a 200-250 word chat about awkward first impression stories.
1036;Casual conversation;Write a 200-250 word friendly conversation about maintaining a journal habit.
1037;Casual conversation;In 200-250 words, describe your experience with farmer's markets in a casual, chatty way.
1038;Casual conversation;Write a casual 200-250 word response about dealing with internet outages.
1039;Casual conversation;In 200-250 words, share your thoughts on creating a cozy home atmosphere.
1040;Casual conversation;Create a 200-250 word chat about funny travel misadventures.
1041;Casual conversation;Write a friendly 200-250 word conversation about finding time for hobbies while busy.
1043;Casual conversation;Write a casual 200-250 word response about managing social media boundaries.
1044;Casual conversation;In 200-250 words, share your perspective on the best local coffee shop atmosphere.
1045;Casual conversation;Create a 200-250 word chat about embarrassing childhood fashion choices.
1046;Casual conversation;Write a 200-250 word friendly conversation about dealing with loud neighbors.
1047;Casual conversation;In 200-250 words, describe your experience with attempting a viral recipe.
1048;Casual conversation;Write a casual 200-250 word response about handling friend group dynamics.
1049;Casual conversation;In 200-250 words, share your thoughts on setting up the perfect home office corner.
1050;Casual conversation;Create a 200-250 word chat about funny misheard phrases.
1051;Casual conversation;Write a friendly 200-250 word conversation about managing multiple social media accounts.
1052;Casual conversation;In 200-250 words, describe your approach to finding new music in a conversational tone.
1053;Casual conversation;Write a casual 200-250 word response about dealing with smartphone battery life.
1054;Casual conversation;In 200-250 words, share your perspective on maintaining old hobbies versus trying new ones.
1055;Casual conversation;Create a 200-250 word chat about awkward Zoom meeting moments.
1056;Casual conversation;Write a 200-250 word friendly conversation about handling changing friendships.
1057;Casual conversation;In 200-250 words, describe your experience with food delivery services in a casual, chatty way.
1058;Casual conversation;Write a casual 200-250 word response about managing your camera roll.
1059;Casual conversation;In 200-250 words, share your thoughts on creating the perfect game night.
1060;Casual conversation;Create a 200-250 word chat about funny misunderstandings with regional accents.
1061;Casual conversation;Write a friendly 200-250 word conversation about dealing with decision fatigue.
1062;Casual conversation;In 200-250 words, describe your approach to trying new restaurants in a conversational tone.
1063;Casual conversation;Write a casual 200-250 word response about handling password management.
1064;Casual conversation;In 200-250 words, share your perspective on weekend morning routines.
